name,theory,l_b,n_b
LTL_Master_Theorem,LTL_Master_Theorem.Omega_Words_Fun_Stream,3,2
LTL_Master_Theorem,LTL_Master_Theorem.Omega_Words_Fun_Stream,4,2
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Construction,1,173
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Construction,2,107
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Construction,3,22
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Construction,4,20
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Construction,5,10
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Construction,6,9
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Construction,7,2
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Implementation,1,116
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Implementation,2,94
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Implementation,3,13
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Implementation,4,9
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Implementation,5,4
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Implementation,6,2
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Implementation,7,2
LTL_Master_Theorem,LTL_Master_Theorem.Extra_Equivalence_Relations,1,202
LTL_Master_Theorem,LTL_Master_Theorem.Extra_Equivalence_Relations,2,151
LTL_Master_Theorem,LTL_Master_Theorem.Extra_Equivalence_Relations,3,12
LTL_Master_Theorem,LTL_Master_Theorem.Extra_Equivalence_Relations,4,7
LTL_Master_Theorem,LTL_Master_Theorem.Extra_Equivalence_Relations,5,6
LTL_Master_Theorem,LTL_Master_Theorem.Extra_Equivalence_Relations,6,3
LTL_Master_Theorem,LTL_Master_Theorem.Extra_Equivalence_Relations,7,2
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,1,783
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,2,542
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,3,66
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,4,53
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,5,26
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,6,24
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,7,4
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,8,3
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,9,2
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,10,2
LTL_Master_Theorem,LTL_Master_Theorem.DRA_Instantiation,11,2
LTL_Master_Theorem,LTL_Master_Theorem.Code_Export,1,46
LTL_Master_Theorem,LTL_Master_Theorem.Code_Export,2,2
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,1,518
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,2,434
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,3,33
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,4,22
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,5,13
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,6,9
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,7,6
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,8,4
Knuth_Morris_Pratt,Knuth_Morris_Pratt.KMP,9,3
Jinja,Jinja.Auxiliary,1,20
Jinja,Jinja.Auxiliary,2,10
Jinja,Jinja.Type,1,316
Jinja,Jinja.Type,2,211
Jinja,Jinja.Type,3,7
Jinja,Jinja.Type,4,3
Jinja,Jinja.Decl,1,17
Jinja,Jinja.Decl,2,7
Jinja,Jinja.Decl,3,3
Jinja,Jinja.Decl,4,2
Jinja,Jinja.Decl,5,2
Jinja,Jinja.Decl,6,2
Jinja,Jinja.TypeRel,1,256
Jinja,Jinja.TypeRel,2,163
Jinja,Jinja.TypeRel,3,29
Jinja,Jinja.TypeRel,4,20
Jinja,Jinja.TypeRel,5,12
Jinja,Jinja.TypeRel,6,9
Jinja,Jinja.TypeRel,7,5
Jinja,Jinja.TypeRel,8,4
Jinja,Jinja.TypeRel,9,3
Jinja,Jinja.TypeRel,10,2
Jinja,Jinja.Value,1,323
Jinja,Jinja.Value,2,227
Jinja,Jinja.Value,3,8
Jinja,Jinja.Value,4,5
Jinja,Jinja.Objects,1,46
Jinja,Jinja.Objects,2,16
Jinja,Jinja.Objects,3,3
Jinja,Jinja.Objects,4,2
Jinja,Jinja.Exceptions,1,33
Jinja,Jinja.Exceptions,2,21
Jinja,Jinja.Exceptions,3,6
Jinja,Jinja.Exceptions,4,4
Jinja,Jinja.Expr,1,2339
Jinja,Jinja.Expr,2,1788
Jinja,Jinja.Expr,3,92
Jinja,Jinja.Expr,4,69
Jinja,Jinja.Expr,5,52
Jinja,Jinja.Expr,6,41
Jinja,Jinja.Expr,7,28
Jinja,Jinja.Expr,8,28
Jinja,Jinja.Expr,9,25
Jinja,Jinja.Expr,10,19
Jinja,Jinja.Expr,11,15
Jinja,Jinja.Expr,12,12
Jinja,Jinja.Expr,13,9
Jinja,Jinja.Expr,14,8
Jinja,Jinja.Expr,15,4
Jinja,Jinja.Expr,16,4
Jinja,Jinja.Expr,17,4
Jinja,Jinja.Expr,18,4
Jinja,Jinja.Expr,19,4
Jinja,Jinja.Expr,20,4
Jinja,Jinja.Expr,21,3
Jinja,Jinja.Expr,22,3
Jinja,Jinja.State,1,8
Jinja,Jinja.State,2,2
Jinja,Jinja.BigStep,1,134
Jinja,Jinja.BigStep,2,76
Jinja,Jinja.BigStep,3,6
Jinja,Jinja.BigStep,4,5
Jinja,Jinja.BigStep,5,3
Jinja,Jinja.BigStep,6,2
Jinja,Jinja.SmallStep,1,305
Jinja,Jinja.SmallStep,2,202
Jinja,Jinja.SmallStep,3,12
Jinja,Jinja.SmallStep,4,9
Jinja,Jinja.SmallStep,5,5
Jinja,Jinja.SmallStep,6,2
Jinja,Jinja.SmallStep,7,2
Jinja,Jinja.SystemClasses,1,15
Jinja,Jinja.SystemClasses,2,10
Jinja,Jinja.SystemClasses,3,5
Jinja,Jinja.SystemClasses,4,4
Jinja,Jinja.WellForm,1,43
Jinja,Jinja.WellForm,2,23
Jinja,Jinja.WellForm,3,7
Jinja,Jinja.WellForm,4,6
Jinja,Jinja.WellForm,5,2
Jinja,Jinja.WellForm,6,2
Jinja,Jinja.WWellForm,1,5
Jinja,Jinja.WWellForm,2,3
Jinja,Jinja.Equivalence,1,75
Jinja,Jinja.Equivalence,2,51
Jinja,Jinja.Equivalence,3,16
Jinja,Jinja.Equivalence,4,12
Jinja,Jinja.Equivalence,5,4
Jinja,Jinja.Equivalence,6,3
Jinja,Jinja.Equivalence,7,3
Jinja,Jinja.Equivalence,8,3
Jinja,Jinja.Equivalence,9,3
Jinja,Jinja.Equivalence,10,2
Jinja,Jinja.WellType,1,66
Jinja,Jinja.WellType,2,40
Jinja,Jinja.WellType,3,3
Jinja,Jinja.WellType,4,3
Jinja,Jinja.WellTypeRT,1,78
Jinja,Jinja.WellTypeRT,2,48
Jinja,Jinja.WellTypeRT,3,4
Jinja,Jinja.WellTypeRT,4,3
Jinja,Jinja.DefAss,1,84
Jinja,Jinja.DefAss,2,60
Jinja,Jinja.DefAss,3,12
Jinja,Jinja.DefAss,4,7
Jinja,Jinja.DefAss,5,3
Jinja,Jinja.DefAss,6,2
Jinja,Jinja.Conform,1,40
Jinja,Jinja.Conform,2,25
Jinja,Jinja.Conform,3,4
Jinja,Jinja.Conform,4,2
Jinja,Jinja.Conform,5,3
Jinja,Jinja.Conform,6,2
Jinja,Jinja.Progress,1,52
Jinja,Jinja.Progress,2,41
Jinja,Jinja.Progress,3,4
Jinja,Jinja.Progress,4,4
Jinja,Jinja.Progress,5,2
Jinja,Jinja.Progress,6,2
Jinja,Jinja.Progress,7,2
Jinja,Jinja.JWellForm,1,8
Jinja,Jinja.JWellForm,2,6
Jinja,Jinja.TypeSafe,1,29
Jinja,Jinja.TypeSafe,2,16
Jinja,Jinja.TypeSafe,3,8
Jinja,Jinja.TypeSafe,4,4
Jinja,Jinja.TypeSafe,5,2
Jinja,Jinja.TypeSafe,6,2
Jinja,Jinja.Annotate,1,53
Jinja,Jinja.Annotate,2,28
Jinja,Jinja.Annotate,3,3
Jinja,Jinja.Annotate,4,3
Jinja,Jinja.Examples,1,51
Jinja,Jinja.Examples,2,12
Jinja,Jinja.Examples,3,5
Jinja,Jinja.Examples,4,4
Jinja,Jinja.Examples,5,2
Jinja,Jinja.Examples,6,2
Jinja,Jinja.execute_Bigstep,1,99
Jinja,Jinja.execute_Bigstep,2,48
Jinja,Jinja.execute_Bigstep,3,15
Jinja,Jinja.execute_Bigstep,4,12
Jinja,Jinja.execute_Bigstep,5,4
Jinja,Jinja.execute_Bigstep,6,3
Jinja,Jinja.execute_WellType,1,64
Jinja,Jinja.execute_WellType,2,43
Jinja,Jinja.execute_WellType,3,18
Jinja,Jinja.execute_WellType,4,15
Jinja,Jinja.execute_WellType,5,4
Jinja,Jinja.execute_WellType,6,3
Jinja,Jinja.execute_WellType,7,2
Jinja,Jinja.JVMInstructions,1,1185
Jinja,Jinja.JVMInstructions,2,953
Jinja,Jinja.JVMInstructions,3,5
Jinja,Jinja.JVMInstructions,4,3
Jinja,Jinja.JVMExecInstr,1,33
Jinja,Jinja.JVMExecInstr,2,31
Jinja,Jinja.JVMExceptions,1,14
Jinja,Jinja.JVMExceptions,2,8
Jinja,Jinja.JVMExceptions,3,3
Jinja,Jinja.JVMExceptions,4,2
Jinja,Jinja.JVMExceptions,5,2
Jinja,Jinja.JVMExec,1,68
Jinja,Jinja.JVMExec,2,41
Jinja,Jinja.JVMExec,3,10
Jinja,Jinja.JVMExec,4,6
Jinja,Jinja.JVMExec,5,4
Jinja,Jinja.JVMExec,6,2
Jinja,Jinja.JVMExec,7,2
Jinja,Jinja.JVMDefensive,1,474
Jinja,Jinja.JVMDefensive,2,349
Jinja,Jinja.JVMDefensive,3,37
Jinja,Jinja.JVMDefensive,4,22
Jinja,Jinja.JVMDefensive,5,14
Jinja,Jinja.JVMDefensive,6,8
Jinja,Jinja.JVMDefensive,7,6
Jinja,Jinja.JVMDefensive,8,5
Jinja,Jinja.JVMDefensive,9,4
Jinja,Jinja.JVMDefensive,10,5
Jinja,Jinja.JVMDefensive,11,2
Jinja,Jinja.JVMDefensive,12,2
Jinja,Jinja.JVMDefensive,13,2
Jinja,Jinja.JVMDefensive,14,2
Jinja,Jinja.JVMListExample,1,42
Jinja,Jinja.JVMListExample,2,25
Jinja,Jinja.JVMListExample,3,10
Jinja,Jinja.JVMListExample,4,6
Jinja,Jinja.JVMListExample,5,3
Jinja,Jinja.JVMListExample,6,2
Jinja,Jinja.JVMListExample,7,2
Jinja,Jinja.JVMListExample,8,2
Jinja,Jinja.Semilat,1,89
Jinja,Jinja.Semilat,2,34
Jinja,Jinja.Semilat,3,10
Jinja,Jinja.Semilat,4,4
Jinja,Jinja.Semilat,5,3
Jinja,Jinja.Semilat,6,2
Jinja,Jinja.Semilat,7,2
Jinja,Jinja.Err,1,351
Jinja,Jinja.Err,2,241
Jinja,Jinja.Err,3,16
Jinja,Jinja.Err,4,10
Jinja,Jinja.Err,5,6
Jinja,Jinja.Err,6,3
Jinja,Jinja.Err,7,2
Jinja,Jinja.Opt,1,30
Jinja,Jinja.Opt,2,17
Jinja,Jinja.Opt,3,4
Jinja,Jinja.Opt,4,4
Jinja,Jinja.Product,1,21
Jinja,Jinja.Product,2,15
Jinja,Jinja.Product,3,4
Jinja,Jinja.Product,4,3
Jinja,Jinja.Listn,1,85
Jinja,Jinja.Listn,2,51
Jinja,Jinja.Listn,3,12
Jinja,Jinja.Listn,4,8
Jinja,Jinja.Listn,5,4
Jinja,Jinja.Listn,6,2
Jinja,Jinja.Typing_Framework_1,1,10
Jinja,Jinja.Typing_Framework_1,2,6
Jinja,Jinja.Typing_Framework_1,3,3
Jinja,Jinja.Typing_Framework_1,4,2
Jinja,Jinja.SemilatAlg,1,30
Jinja,Jinja.SemilatAlg,2,7
Jinja,Jinja.SemilatAlg,3,2
Jinja,Jinja.Typing_Framework_err,1,32
Jinja,Jinja.Typing_Framework_err,2,17
Jinja,Jinja.Typing_Framework_err,3,8
Jinja,Jinja.Typing_Framework_err,4,6
Jinja,Jinja.Typing_Framework_err,5,3
Jinja,Jinja.Typing_Framework_err,6,2
Jinja,Jinja.Kildall_1,1,11
Jinja,Jinja.Kildall_1,2,7
Jinja,Jinja.Kildall_1,3,2
Jinja,Jinja.Kildall_2,1,21
Jinja,Jinja.Kildall_2,2,10
Jinja,Jinja.Kildall_2,3,3
Jinja,Jinja.Kildall_2,4,3
Jinja,Jinja.Kildall_2,5,3
Jinja,Jinja.Kildall_2,6,2
Jinja,Jinja.LBVSpec,1,75
Jinja,Jinja.LBVSpec,2,43
Jinja,Jinja.LBVSpec,3,10
Jinja,Jinja.LBVSpec,4,7
Jinja,Jinja.LBVSpec,5,3
Jinja,Jinja.LBVSpec,6,2
Jinja,Jinja.LBVCorrect,1,26
Jinja,Jinja.LBVCorrect,2,13
Jinja,Jinja.LBVCorrect,3,2
Jinja,Jinja.LBVCorrect,4,2
Jinja,Jinja.LBVComplete,1,39
Jinja,Jinja.LBVComplete,2,22
Jinja,Jinja.LBVComplete,3,6
Jinja,Jinja.LBVComplete,4,6
Jinja,Jinja.LBVComplete,5,4
Jinja,Jinja.LBVComplete,6,3
Jinja,Jinja.SemiType,1,30
Jinja,Jinja.SemiType,2,14
Jinja,Jinja.SemiType,3,7
Jinja,Jinja.SemiType,4,5
Jinja,Jinja.SemiType,5,3
Jinja,Jinja.SemiType,6,2
Jinja,Jinja.SemiType,7,2
Jinja,Jinja.JVM_SemiType,1,72
Jinja,Jinja.JVM_SemiType,2,40
Jinja,Jinja.JVM_SemiType,3,13
Jinja,Jinja.JVM_SemiType,4,9
Jinja,Jinja.JVM_SemiType,5,6
Jinja,Jinja.JVM_SemiType,6,3
Jinja,Jinja.JVM_SemiType,7,2
Jinja,Jinja.Effect,1,549
Jinja,Jinja.Effect,2,396
Jinja,Jinja.Effect,3,40
Jinja,Jinja.Effect,4,27
Jinja,Jinja.Effect,5,16
Jinja,Jinja.Effect,6,9
Jinja,Jinja.Effect,7,7
Jinja,Jinja.Effect,8,6
Jinja,Jinja.Effect,9,4
Jinja,Jinja.Effect,10,3
Jinja,Jinja.Effect,11,4
Jinja,Jinja.Effect,12,4
Jinja,Jinja.Effect,13,3
Jinja,Jinja.Effect,14,2
Jinja,Jinja.Effect,15,3
Jinja,Jinja.Effect,16,3
Jinja,Jinja.Effect,17,2
Jinja,Jinja.Effect,18,2
Jinja,Jinja.EffectMono,1,4
Jinja,Jinja.EffectMono,2,3
Jinja,Jinja.BVSpec,1,21
Jinja,Jinja.BVSpec,2,13
Jinja,Jinja.BVSpec,3,5
Jinja,Jinja.BVSpec,4,4
Jinja,Jinja.BVSpec,5,2
Jinja,Jinja.BVSpec,6,2
Jinja,Jinja.TF_JVM,1,39
Jinja,Jinja.TF_JVM,2,21
Jinja,Jinja.TF_JVM,3,9
Jinja,Jinja.TF_JVM,4,5
Jinja,Jinja.TF_JVM,5,4
Jinja,Jinja.TF_JVM,6,2
Jinja,Jinja.TF_JVM,7,2
Jinja,Jinja.Typing_Framework_2,1,3
Jinja,Jinja.Typing_Framework_2,2,2
Jinja,Jinja.BVExec,1,21
Jinja,Jinja.BVExec,2,12
Jinja,Jinja.BVExec,3,7
Jinja,Jinja.BVExec,4,5
Jinja,Jinja.BVExec,5,4
Jinja,Jinja.BVExec,6,3
Jinja,Jinja.BVExec,7,3
Jinja,Jinja.BVExec,8,2
Jinja,Jinja.BVExec,9,2
Jinja,Jinja.LBVJVM,1,25
Jinja,Jinja.LBVJVM,2,13
Jinja,Jinja.LBVJVM,3,6
Jinja,Jinja.LBVJVM,4,5
Jinja,Jinja.LBVJVM,5,2
Jinja,Jinja.BVConform,1,29
Jinja,Jinja.BVConform,2,18
Jinja,Jinja.BVConform,3,3
Jinja,Jinja.BVConform,4,2
Jinja,Jinja.BVConform,5,2
Jinja,Jinja.BVSpecTypeSafe,1,46
Jinja,Jinja.BVSpecTypeSafe,2,25
Jinja,Jinja.BVSpecTypeSafe,3,7
Jinja,Jinja.BVSpecTypeSafe,4,5
Jinja,Jinja.BVSpecTypeSafe,5,4
Jinja,Jinja.BVSpecTypeSafe,6,3
Jinja,Jinja.BVNoTypeError,1,29
Jinja,Jinja.BVNoTypeError,2,20
Jinja,Jinja.BVNoTypeError,3,6
Jinja,Jinja.BVNoTypeError,4,4
Jinja,Jinja.BVNoTypeError,5,3
Jinja,Jinja.BVNoTypeError,6,3
Jinja,Jinja.BVNoTypeError,7,2
Jinja,Jinja.BVExample,1,115
Jinja,Jinja.BVExample,2,60
Jinja,Jinja.BVExample,3,26
Jinja,Jinja.BVExample,4,19
Jinja,Jinja.BVExample,5,6
Jinja,Jinja.BVExample,6,4
Jinja,Jinja.BVExample,7,2
Jinja,Jinja.J1,1,136
Jinja,Jinja.J1,2,74
Jinja,Jinja.J1,3,6
Jinja,Jinja.J1,4,4
Jinja,Jinja.J1,5,2
Jinja,Jinja.J1,6,2
Jinja,Jinja.J1WellForm,1,102
Jinja,Jinja.J1WellForm,2,65
Jinja,Jinja.J1WellForm,3,7
Jinja,Jinja.J1WellForm,4,6
Jinja,Jinja.J1WellForm,5,4
Jinja,Jinja.J1WellForm,6,3
Jinja,Jinja.J1WellForm,7,2
Jinja,Jinja.J1WellForm,8,2
Jinja,Jinja.PCompiler,1,20
Jinja,Jinja.PCompiler,2,11
Jinja,Jinja.PCompiler,3,4
Jinja,Jinja.PCompiler,4,2
Jinja,Jinja.Hidden,1,8
Jinja,Jinja.Hidden,2,3
Jinja,Jinja.Compiler1,1,35
Jinja,Jinja.Compiler1,2,25
Jinja,Jinja.Compiler1,3,5
Jinja,Jinja.Compiler1,4,4
Jinja,Jinja.Compiler1,5,3
Jinja,Jinja.Compiler1,6,2
Jinja,Jinja.Correctness1,1,44
Jinja,Jinja.Correctness1,2,23
Jinja,Jinja.Correctness1,3,3
Jinja,Jinja.Correctness1,4,3
Jinja,Jinja.Correctness1,5,2
Jinja,Jinja.Compiler2,1,86
Jinja,Jinja.Compiler2,2,62
Jinja,Jinja.Compiler2,3,8
Jinja,Jinja.Compiler2,4,6
Jinja,Jinja.Compiler2,5,4
Jinja,Jinja.Compiler2,6,3
Jinja,Jinja.Compiler2,7,3
Jinja,Jinja.Compiler2,8,2
Jinja,Jinja.Correctness2,1,165
Jinja,Jinja.Correctness2,2,138
Jinja,Jinja.Correctness2,3,14
Jinja,Jinja.Correctness2,4,11
Jinja,Jinja.Correctness2,5,5
Jinja,Jinja.Correctness2,6,3
Jinja,Jinja.Correctness2,7,2
Jinja,Jinja.Compiler,1,4
Jinja,Jinja.Compiler,2,2
Jinja,Jinja.TypeComp,1,140
Jinja,Jinja.TypeComp,2,93
Jinja,Jinja.TypeComp,3,17
Jinja,Jinja.TypeComp,4,12
Jinja,Jinja.TypeComp,5,7
Jinja,Jinja.TypeComp,6,3
Padic_Ints,Padic_Ints.Function_Ring,1,289
Padic_Ints,Padic_Ints.Function_Ring,2,165
Padic_Ints,Padic_Ints.Function_Ring,3,36
Padic_Ints,Padic_Ints.Function_Ring,4,32
Padic_Ints,Padic_Ints.Function_Ring,5,15
Padic_Ints,Padic_Ints.Function_Ring,6,10
Padic_Ints,Padic_Ints.Function_Ring,7,4
Padic_Ints,Padic_Ints.Function_Ring,8,3
Padic_Ints,Padic_Ints.Function_Ring,9,2
Padic_Ints,Padic_Ints.Cring_Poly,1,1092
Padic_Ints,Padic_Ints.Cring_Poly,2,755
Padic_Ints,Padic_Ints.Cring_Poly,3,186
Padic_Ints,Padic_Ints.Cring_Poly,4,144
Padic_Ints,Padic_Ints.Cring_Poly,5,62
Padic_Ints,Padic_Ints.Cring_Poly,6,41
Padic_Ints,Padic_Ints.Cring_Poly,7,19
Padic_Ints,Padic_Ints.Cring_Poly,8,10
Padic_Ints,Padic_Ints.Cring_Poly,9,6
Padic_Ints,Padic_Ints.Cring_Poly,10,4
Padic_Ints,Padic_Ints.Cring_Poly,11,2
Padic_Ints,Padic_Ints.Supplementary_Ring_Facts,1,67
Padic_Ints,Padic_Ints.Supplementary_Ring_Facts,2,12
Padic_Ints,Padic_Ints.Supplementary_Ring_Facts,3,4
Padic_Ints,Padic_Ints.Supplementary_Ring_Facts,4,2
Padic_Ints,Padic_Ints.Extended_Int,1,341
Padic_Ints,Padic_Ints.Extended_Int,2,236
Padic_Ints,Padic_Ints.Extended_Int,3,9
Padic_Ints,Padic_Ints.Extended_Int,4,6
Padic_Ints,Padic_Ints.Extended_Int,5,3
Padic_Ints,Padic_Ints.Extended_Int,6,2
Padic_Ints,Padic_Ints.Extended_Int,7,2
Padic_Ints,Padic_Ints.Padic_Construction,1,88
Padic_Ints,Padic_Ints.Padic_Construction,2,45
Padic_Ints,Padic_Ints.Padic_Construction,3,15
Padic_Ints,Padic_Ints.Padic_Construction,4,10
Padic_Ints,Padic_Ints.Padic_Construction,5,3
Padic_Ints,Padic_Ints.Padic_Construction,6,2
Padic_Ints,Padic_Ints.Padic_Integers,1,400
Padic_Ints,Padic_Ints.Padic_Integers,2,172
Padic_Ints,Padic_Ints.Padic_Integers,3,15
Padic_Ints,Padic_Ints.Padic_Integers,4,13
Padic_Ints,Padic_Ints.Padic_Integers,5,9
Padic_Ints,Padic_Ints.Padic_Integers,6,6
Padic_Ints,Padic_Ints.Padic_Integers,7,2
Padic_Ints,Padic_Ints.Padic_Int_Topology,1,72
Padic_Ints,Padic_Ints.Padic_Int_Topology,2,38
Padic_Ints,Padic_Ints.Padic_Int_Topology,3,11
Padic_Ints,Padic_Ints.Padic_Int_Topology,4,6
Padic_Ints,Padic_Ints.Padic_Int_Topology,5,3
Padic_Ints,Padic_Ints.Padic_Int_Topology,6,2
Padic_Ints,Padic_Ints.Padic_Int_Topology,7,2
Padic_Ints,Padic_Ints.Padic_Int_Polynomials,1,25
Padic_Ints,Padic_Ints.Padic_Int_Polynomials,2,5
Padic_Ints,Padic_Ints.Padic_Int_Polynomials,3,4
Padic_Ints,Padic_Ints.Padic_Int_Polynomials,4,3
Padic_Ints,Padic_Ints.Padic_Int_Polynomials,5,2
Padic_Ints,Padic_Ints.Hensels_Lemma,1,121
Padic_Ints,Padic_Ints.Hensels_Lemma,2,67
Padic_Ints,Padic_Ints.Hensels_Lemma,3,15
Padic_Ints,Padic_Ints.Hensels_Lemma,4,12
Padic_Ints,Padic_Ints.Hensels_Lemma,5,7
Padic_Ints,Padic_Ints.Hensels_Lemma,6,5
Padic_Ints,Padic_Ints.Hensels_Lemma,7,3
Padic_Ints,Padic_Ints.Hensels_Lemma,8,2
Padic_Ints,Padic_Ints.Zp_Compact,1,152
Padic_Ints,Padic_Ints.Zp_Compact,2,87
Padic_Ints,Padic_Ints.Zp_Compact,3,24
Padic_Ints,Padic_Ints.Zp_Compact,4,18
Padic_Ints,Padic_Ints.Zp_Compact,5,10
Padic_Ints,Padic_Ints.Zp_Compact,6,6
Padic_Ints,Padic_Ints.Zp_Compact,7,5
Padic_Ints,Padic_Ints.Zp_Compact,8,4
Padic_Ints,Padic_Ints.Zp_Compact,9,3
Padic_Ints,Padic_Ints.Zp_Compact,10,3
Padic_Ints,Padic_Ints.Zp_Compact,11,2
Padic_Ints,Padic_Ints.Zp_Compact,12,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,1,1196
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,2,874
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,3,31
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,4,21
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,5,16
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,6,11
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,7,7
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,8,6
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,9,5
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,10,5
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,11,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Language_Semantics,12,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,1,316
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,2,195
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,3,41
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,4,30
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,5,18
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,6,12
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,7,4
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,8,3
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,9,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,10,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Resumption_Based,11,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,1,84
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,2,44
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,3,12
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,4,9
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,5,6
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,6,4
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,7,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Trace_Based,8,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,1,282
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,2,144
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,3,45
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,4,27
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,5,19
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,6,15
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,7,9
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,8,6
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,9,5
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,10,4
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,11,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,12,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,13,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,14,3
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,15,3
Probabilistic_Noninterference,Probabilistic_Noninterference.Compositionality,16,2
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,1,270
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,2,207
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,3,30
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,4,17
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,5,9
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,6,7
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,7,4
Probabilistic_Noninterference,Probabilistic_Noninterference.Syntactic_Criteria,8,4
Probabilistic_Noninterference,Probabilistic_Noninterference.Concrete,1,2302
